ID	CCLE name	Cell line primary name	Gender	Batch	Site Primary	Histology	Hist Subtype1
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A08_454772	KMRC3_KIDNEY	KMRC-3		7	kidney	carcinoma	clear_cell_renal_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A10_454768	NCIH2023_LUNG	NCI-H2023	M	7	lung	carcinoma	adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A11_454762	DMS153_LUNG	DMS 153	M	7	lung	carcinoma	small_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A12_454764	NCIH1048_LUNG	NCI-H1048	F	7	lung	carcinoma	small_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B01_454588	D341MED_CENTRAL_NERVOUS_SYSTEM	D341 Med	M	7	central_nervous_system	primitive_neuroectodermal_tumour-medulloblastoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B02_454586	NCIH660_PROSTATE	NCI-H660	M	7	prostate	carcinoma	small_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B03_454592	NCIH1618_LUNG	NCI-H1618	F	7	lung	carcinoma	small_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B04_454590	HS675T_LARGE_INTESTINE	Hs 675.T	M	7	large_intestine	carcinoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B05_454596	PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PEER	F	7	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B06_454594	SKM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SKM-1	M	7	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B08_454598	HT144_SKIN	HT-144	M	7	skin	malignant_melanoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B09_454604	SKMEL31_SKIN	SK-MEL-31	F	7	skin	malignant_melanoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B10_454602	HS839T_SKIN	Hs 839.T	F	7	skin	malignant_melanoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B11_454608	HS939T_SKIN	Hs 939.T	F	7	skin	malignant_melanoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_B12_454606	OCILY3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-LY3		7	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C01_454612	HS819T_BONE	Hs 819.T	M	7	bone	chondrosarcoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C02_454610	NCIH69_LUNG	NCI-H69	M	7	lung	carcinoma	small_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C03_454616	DV90_LUNG	DV-90	M	7	lung	carcinoma	adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C04_454614	ZR751_BREAST	ZR-75-1	F	7	breast	carcinoma	ductal_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C05_454618	KG1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KG-1	M	7	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C06_454620	SKNBE2_AUTONOMIC_GANGLIA	SK-N-BE(2)	M	7	autonomic_ganglia	neuroblastoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C07_454622	HCC70_BREAST	HCC70	F	7	breast	carcinoma	ductal_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C08_454624	NCIH2452_PLEURA	NCI-H2452	M	7	pleura	mesothelioma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C09_454626	SNU1_STOMACH	SNU-1	M	7	stomach	carcinoma	undifferentiated_adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C10_454628	LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Loucy	F	7	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C11_454630	HCC56_LARGE_INTESTINE	HCC-56		7	large_intestine	carcinoma	adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C12_454632	NCIH1648_LUNG	NCI-H1648	M	7	lung	carcinoma	adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D01_454634	TO175T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	TO 175.T	M	7	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D03_454638	MPP89_PLEURA	MPP 89	M	7	pleura	mesothelioma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D04_454640	PANC0813_PANCREAS	Panc 08.13	M	7	pancreas	carcinoma	ductal_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D05_454642	MG63_BONE	MG-63	M	7	bone	osteosarcoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D06_454644	PK1_PANCREAS	PK-1		7	pancreas	carcinoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D07_454646	HS840T_UPPER_AERODIGESTIVE_TRACT	Hs 840.T	M	7	upper_aerodigestive_tract	other	papilloma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D08_454648	NCIH23_LUNG	NCI-H23	M	7	lung	carcinoma	non_small_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D09_454656	TE617T_SOFT_TISSUE	TE 617.T	F	7	soft_tissue	rhabdomyosarcoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D10_454654	SW1088_CENTRAL_NERVOUS_SYSTEM	SW 1088	M	7	central_nervous_system	glioma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D11_454652	ISTMES2_PLEURA	IST-MES2	M	7	pleura	mesothelioma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_D12_454650	NCIH1373_LUNG	NCI-H1373	M	7	lung	carcinoma	adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E01_454664	NCIH1930_LUNG	NCI-H1930	M	7	lung	carcinoma	small_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E02_454662	NCIH1623_LUNG	NCI-H1623	M	7	lung	carcinoma	adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E03_454660	HS229T_LUNG	Hs 229.T	M	7	lung	carcinoma	adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E04_454658	NCIH1838_LUNG	NCI-H1838	F	7	lung	carcinoma	non_small_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E05_454672	NCIH1836_LUNG	NCI-H1836	M	7	lung	carcinoma	small_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E06_454670	HS688AT_SKIN	Hs 688(A).T	M	7	skin	malignant_melanoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E07_454668	PANC0504_PANCREAS	Panc 05.04	F	7	pancreas	carcinoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E08_454666	HS822T_BONE	Hs 822.T	F	7	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E11_454676	BL70_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	BL-70	M	7	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E12_454674	CI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	CI-1	F	7	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F01_454686	G292CLONEA141B1_BONE	G-292, clone A141B1	F	7	bone	osteosarcoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F02_454688	RCM1_LARGE_INTESTINE	RCM-1		7	large_intestine	carcinoma	adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F03_454682	HS737T_BONE	Hs 737.T	F	7	bone	other	giant_cell_tumour
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F04_454684	HS616T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Hs 616.T	M	7	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F05_454694	HS600T_SKIN	Hs 600.T		7	skin	malignant_melanoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F06_454696	TE159T_SOFT_TISSUE	TE 159.T	M	7	soft_tissue	rhabdomyosarcoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F07_454690	A101D_SKIN	A101D	M	7	skin	malignant_melanoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F08_454692	NCIH1755_LUNG	NCI-H1755	F	7	lung	carcinoma	adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F09_454702	143B_BONE	143B	F	7	bone	osteosarcoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F10_454704	RERFLCKJ_LUNG	RERF-LC-KJ	M	7	lung	carcinoma	non_small_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F11_454698	NCIH1693_LUNG	NCI-H1693	F	7	lung	carcinoma	adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F12_454700	SW780_URINARY_TRACT	SW 780	F	7	urinary_tract	carcinoma	transitional_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G01_454710	HS683_CENTRAL_NERVOUS_SYSTEM	Hs 683	M	7	central_nervous_system	glioma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G02_454712	RKO_LARGE_INTESTINE	RKO		7	large_intestine	carcinoma	adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G03_454706	HS729_SOFT_TISSUE	Hs 729	M	7	soft_tissue	rhabdomyosarcoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G04_454708	JHOS2_OVARY	JHOS-2	F	7	ovary	carcinoma	adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G05_454738	MCF7_BREAST	MCF7	F	7	breast	carcinoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G07_454742	U937_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	U-937	M	7	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G08_454744	SKLMS1_SOFT_TISSUE	SK-LMS-1	F	7	soft_tissue	sarcoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G09_454730	HUTU80_SMALL_INTESTINE	HuTu 80		7	small_intestine	carcinoma	adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G10_454732	HCC202_BREAST	HCC202	F	7	breast	carcinoma	ductal_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G11_454734	MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MEG-01	M	7	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G12_454736	REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Reh		7	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H01_454722	ONS76_CENTRAL_NERVOUS_SYSTEM	ONS-76	F	7	central_nervous_system	primitive_neuroectodermal_tumour-medulloblastoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H03_454726	SNUC1_LARGE_INTESTINE	SNU-C1	M	7	large_intestine	carcinoma	adenocarcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H04_454728	SKNDZ_AUTONOMIC_GANGLIA	SK-N-DZ	F	7	autonomic_ganglia	neuroblastoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H05_454714	DMS114_LUNG	DMS 114	M	7	lung	carcinoma	small_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H06_454716	TT_OESOPHAGUS	T.T	M	7	oesophagus	carcinoma	squamous_cell_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H07_454718	OCILY10_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OCI-LY10		7	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H08_454720	ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	ST486	F	7	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Burkitt_lymphoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H09_454748	OC315_OVARY	OC 315	F	7	ovary	carcinoma	serous_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H10_454746	OC314_OVARY	OC 314	F	7	ovary	carcinoma	serous_carcinoma
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H11_454752	SW1353_BONE	SW 1353	F	7	bone	chondrosarcoma	NS
MAKER_p_NCLE_RNA7_HG-U133_Plus_2_H12_454750	MDAMB157_BREAST	MDA-MB-157	F	7	breast	carcinoma	ductal_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A01_474586	SCLC21H_LUNG	SCLC-21H	M	8	lung	carcinoma	small_cell_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A02_474612	CALU3_LUNG	Calu-3	M	8	lung	carcinoma	adenocarcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A03_474622	NCIH1435_LUNG	NCI-H1435	F	8	lung	carcinoma	non_small_cell_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A04_474636	NCIH2009_LUNG	NCI-H2009	F	8	lung	carcinoma	adenocarcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A05_474768	NCIH1869_LUNG	NCI-H1869	M	8	lung	carcinoma	squamous_cell_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A06_474676	HS852T_SKIN	Hs 852.T	M	8	skin	malignant_melanoma	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A07_474600	HCC1419_BREAST	HCC1419	F	8	breast	carcinoma	ductal_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A08_474686	BT483_BREAST	BT-483	F	8	breast	carcinoma	ductal_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A09_474590	HS281T_BREAST	Hs 281.T	F	8	breast	carcinoma	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A10_474662	HS934T_SKIN	Hs 934.T	F	8	skin	malignant_melanoma	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A11_474652	HCC4006_LUNG	HCC4006	M	8	lung	carcinoma	adenocarcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A12_474732	HCC1428_BREAST	HCC1428	F	8	breast	carcinoma	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B01_474602	KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KU812	M	8	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	chronic_myeloid_leukaemia
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B02_474740	SHP77_LUNG	SHP-77	M	8	lung	carcinoma	small_cell_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B03_474710	TE441T_SOFT_TISSUE	TE 441.T	F	8	soft_tissue	rhabdomyosarcoma	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B04_474582	NB1_AUTONOMIC_GANGLIA	NB-1	M	8	autonomic_ganglia	neuroblastoma	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B05_474706	HS274T_BREAST	Hs 274.T	F	8	breast	carcinoma	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B06_474580	PFEIFFER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	Pfeiffer	M	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B07_474632	ZR7530_BREAST	ZR-75-30	F	8	breast	carcinoma	ductal_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B08_474720	HS863T_BONE	Hs 863.T	F	8	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B09_474584	NCIH841_LUNG	NCI-H841	M	8	lung	carcinoma	small_cell_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B10_474642	HS821T_BONE	Hs 821.T	F	8	bone	giant_cell_tumour	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B11_474698	NCIH1944_LUNG	NCI-H1944	F	8	lung	carcinoma	non_small_cell_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B12_474708	NCIH2405_LUNG	NCI-H2405	M	8	lung	carcinoma	adenocarcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C01_474756	DEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DEL	M	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C02_474694	BEN_LUNG	BEN	M	8	lung	carcinoma	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C03_474728	COLO320_LARGE_INTESTINE	COLO-320	F	8	large_intestine	carcinoma	adenocarcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C04_474596	RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	RPMI-8402	F	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C05_474628	SUDHL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-1	M	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	anaplastic_large_cell_lymphoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C06_474620	P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	P12-ICHIKAWA	M	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C07_474578	BFTC905_URINARY_TRACT	BFTC-905	F	8	urinary_tract	carcinoma	transitional_cell_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C08_474696	BFTC909_KIDNEY	BFTC-909	M	8	kidney	carcinoma	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C09_474764	MHHES1_BONE	MHH-ES-1	M	8	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C10_474758	JVM3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JVM-3	M	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C11_474588	NOMO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NOMO-1	F	8	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_C12_474736	NCIH727_LUNG	NCI-H727	F	8	lung	carcinoid-endocrine_tumour	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D01_474640	HS343T_BREAST	Hs 343.T	F	8	breast	carcinoma	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D02_474658	HCC2935_LUNG	HCC2935	M	8	lung	carcinoma	non_small_cell_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D03_474638	HS888T_BONE	Hs 888.T	M	8	bone	osteosarcoma	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D04_474670	MKN45_STOMACH	MKN-45	F	8	stomach	carcinoma	diffuse_adenocarcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D05_474716	8505C_THYROID	8505C	F	8	thyroid	carcinoma	anaplastic_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D06_474634	KU1919_URINARY_TRACT	KU-19-19	M	8	urinary_tract	carcinoma	transitional_cell_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D07_474672	KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KCL-22	F	8	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D08_474656	CADOES1_BONE	CADO-ES1	F	8	bone	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D09_474700	S117_SOFT_TISSUE	S-117	F	8	soft_tissue	sarcoma	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D10_474678	EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EM-2	F	8	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	blast_phase_chronic_myeloid_leukaemia
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D11_474688	COLO677_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	COLO-677	M	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_D12_474702	OPM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OPM-2	F	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E01_474604	CAL62_THYROID	CAL-62	F	8	thyroid	carcinoma	anaplastic_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E02_474726	LCLC103H_LUNG	LCLC-103H	M	8	lung	carcinoma	large_cell_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E03_474654	JURKAT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JURKAT	M	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E04_474704	697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	697	M	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E05_474712	MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MHH-CALL-2	F	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_B_cell_leukaemia
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E06_474722	M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	M-07e	F	8	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E07_474598	L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L-428	F	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E08_474644	MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	MOLT-16	F	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	acute_lymphoblastic_T_cell_leukaemia
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E09_474724	NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NB-4	F	8	haematopoietic_and_lymphoid_tissue	haematopoietic_neoplasm	acute_myeloid_leukaemia
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E10_474630	LCLC97TM1_LUNG	LCLC-97TM1	M	8	lung	carcinoma	large_cell_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E11_474718	2313287_STOMACH	23132/87	M	8	stomach	carcinoma	adenocarcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E12_474674	BHT101_THYROID	BHT-101	F	8	thyroid	carcinoma	anaplastic_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F01_474730	JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	JVM-2	F	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F02_474714	CAL51_BREAST	CAL-51	F	8	breast	carcinoma	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F03_474754	L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	L-363	F	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F04_474748	KMH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KM-H2	M	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	Hodgkin_lymphoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F05_474682	SIMA_AUTONOMIC_GANGLIA	SIMA	M	8	autonomic_ganglia	neuroblastoma	NS
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F06_474744	NUDUL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NU-DUL-1	M	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	B_cell_lymphoma_unspecified
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F07_474594	BC3C_URINARY_TRACT	BC-3C	F	8	urinary_tract	carcinoma	transitional_cell_carcinoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F08_474592	SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	SU-DHL-6	M	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	diffuse_large_B_cell_lymphoma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F09_474650	KARPAS620_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	KARPAS-620	F	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	plasma_cell_myeloma
WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F10_474668	REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	REC-1	M	8	haematopoietic_and_lymphoid_tissue	lymphoid_neoplasm	mantle_cell_lymphoma
